DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pHlab,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,SamplingNote
3/31/2013 15:00,FLUME_ULJ,JEMEZ_s992,GRAB,Grab,Surface water,6.49,-9999,8.4,-9999,65,3.06,1.94,0.21,5,24.49,5,5,5,27.76,5,0.07,10.82,2711,469,39.53,9289,88.63,767,3720,0.85,0.4,0.28,0.53,199,0.08,0.3,0.29,1.42,0.12,2.9,23.05,499,0.23,0.01,0.01,0.01,0.07,5.68,341,642,92.6,359,80,15.55,109,15.9,83,18.7,47.7,47.68,48.1,10.45,0.33,3.37,105.14,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; 
3/31/2013 16:00,VGJJ7,JEMEZ_s993,GRAB,Grab,Surface water,6.15,-9999,9.1,-9999,59.5,7.65,4.69,0.27,31.41,54.04,5,5,5,15.4,5,0.04,24.1,8199,1216,25.29,14974,96.93,1523,5407,0.66,1.1,2.62,0.86,529,0.14,0.76,0.79,3.26,0.59,3.94,33.62,214,1.36,0.01,0.01,0.03,0.07,19.02,203,371,56.2,201,37,14.86,47.6,9.1,40.4,9.1,26.6,26.58,21.9,5.03,0.34,3.49,266.25,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; not measureable
4/1/2013 11:30,FLUME_UR,JEMEZ_s994,GRAB,Grab,Surface water,7.08,-9999,2.3,-9999,65,5.59,5.23,0.41,5,72.14,5,5,14.49,157.61,5,0.11,25.79,5462,904,67.08,12770,86.8,1612,9597,1.04,0.52,1.74,2.48,540,0.13,0.88,0.51,1.87,0.15,2.14,63.57,76.2,0.31,0.01,0.01,0.01,0.05,13.83,12.8,16.65,5.12,16.88,8.38,2.16,14.24,4.1,13.7,3.9,11.2,11.18,7.7,2.36,0.25,2.56,185.76,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; 
4/1/2013 11:50,FLUME_LR,JEMEZ_s995,GRAB,Grab,Surface water,6.95,-9999,3.8,-9999,67,4.97,3.9,0.2,5,53.59,5,5,5,133.85,5,0.01,10.26,5596,893,20.05,12254,53.51,1337,7579,0.67,0.46,0.13,1.17,250,0.04,0.63,0.46,3.51,0.3,1.27,46.11,531,0.54,0.01,0.01,0.01,0.05,15.41,351,634,90,412,75.3,12.88,110,14.4,81,17.2,46,45.98,37.7,7.29,0.11,1.16,126.32,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; 
4/1/2013 12:30,FLUME_RM,JEMEZ_s996,GRAB,Grab,Surface water,6.5,-9999,7.7,-9999,60.2,5.12,2.19,0.16,12.28,23.53,5,5,5,30.88,5,0.04,0.04,4994,444,55.5,13804,252.9,829,4329,1.23,0.87,0.1,0.53,281,0.03,0.41,0.29,1.75,1.56,1.18,23.5,111,1.5,0.01,0.01,0.01,0.08,4.18,66.1,154,20.2,68.9,12.83,3.67,27.9,4.6,13.8,4.3,13.9,13.88,10.8,1.9,0.1,1,104,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; not measureable; flow under flume; frozen ground
4/9/2013 12:00,FLUME_UR,JEMEZ_s997,GRAB,Grab,Surface water,6.76,-9999,-0.1,-9999,78,5.5,4.8,0.3,5,68.03884321,5,5,11.13815349,157.7482769,5,0.02,22.18,5102,914,59.65,12296,77.3,1442,9219,1.02,0.4,0.27,1.98,7127,0.04,0.56,0.66,6.49,0.05,1.51,61.23,99,0.28,0.01,0.01,0.01,0.11,12.82,139,100.6,20.1,71.5,16.32,6.9,16.8,5.8,16.6,5.5,12.1,12.08,9.2,2.64,0.08,0.78,141,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; snowing
4/9/2013 12:30,FLUME_LR,JEMEZ_s998,GRAB,Grab,Surface water,6.91,-9999,0.1,-9999,72.8,5.1,3.9,0.2,5,53.92738347,5,5,5,106.6984963,5,0.02,26.29,5109,785,19.67,11070,85.35,1174,6722,0.75,0.39,0.4,1.08,5430,0.06,0.53,0.62,2.87,0.35,1,41.01,83.54,0.41,0.01,0.01,0.01,0.13,12.91,75.38,127.3,19.63,70.72,18.05,2.35,16.92,2.39,16.83,3.62,9.97,1.55,10.05,1.44,0.07,0.69,90.07,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; snowing
4/9/2013 13:00,FLUME_RM,JEMEZ_s999,GRAB,Grab,Surface water,6.79,-9999,0,-9999,70.1,5.5,2.2,0.2,11.17467069,21.29603727,5,5,5,29.18496972,5,0.02,16.29,4573,457,23.61,11507,273.58,763,4376,0.78,0.47,0.39,0.37,3061,0.01,0.46,0.46,1.6,1.25,0.64,23.12,50.96,0.92,0.01,0.01,0.01,0.15,3.44,61.07,151.32,13.93,42.84,10.51,1.25,12.45,1.97,9.32,2.21,5.75,1.26,6.29,1.31,0.06,0.59,57.01,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Mark; snowing
4/8/2013 13:00,FLUME_UJ,JEMEZ_s1000,GRAB,Grab,Surface water,6.15,-9999,7.2,-9999,65.2,4.1,7.2,0.3,5,28.00254301,5,5,5,41.5102202,5,0.14,18.15,3722,730,92.95,13774,57.64,1381,4404,1.4,0.58,0.31,1.92,17656,0.07,0.55,3.1,3.28,0.27,0.7,25.3,488.6,0.32,0.01,0.01,0.01,0.11,11.3,327.82,560.74,84.43,320.61,81.8,11.26,87.14,12.26,81.56,17.04,52.65,7.87,49.44,9.05,0.06,0.59,422.59,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Scott; 
4/8/2013 12:30,FLUME_LJ,JEMEZ_s1001,GRAB,Grab,Surface water,6.19,-9999,6.2,-9999,62.8,6.9,8.2,0.4,4.370847556,24.86822572,5,5,5,54.36449099,5,0.11,22.16,4315,1070,98.6,11443,95.99,1732,7464,2.27,1.07,0.79,16.2,21270,0.13,0.9,1.11,4.06,0.42,1.53,47.81,319.16,0.66,0.01,0.01,0.01,0.15,29.72,359.21,632.32,86.51,307.21,73.81,8.52,65.31,8.99,61.11,11.43,35.78,5.39,34.39,5.26,0.07,0.69,489.05,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Scott; 
4/8/2013 12:45,CowboySp,JEMEZ_s1002,GRAB,Grab,Surface water,6.55,-9999,7.7,-9999,65.4,7.7,0.6,0.3,19.04193534,58.76080733,5,5,20.20859474,24.29885017,5,0.08,21.21,7030,826,4.32,27067,62.06,3684,3643,0.43,0.56,0.31,0.21,895,0.02,0.36,0.49,1.45,0.31,1.16,18.76,48.98,0.8,0.01,0.01,0.01,0.12,5.26,14.75,10.88,4.03,18.72,5.02,0.36,6.95,1.22,6.82,1.73,5.5,1.15,7.23,1.08,0.07,0.68,367.27,No Sediment sample taken; 1-500mL amber;1-250mL HDPE; Sampled by Scott; not measured
4/8/2013 11:45,FLUME_HG,JEMEZ_s1003,GRAB,Grab,Surface water,6.04,-9999,6.2,-9999,69.9,2.1,4.7,0.2,5,28.04379334,5,5,5,44.98969093,5,0.02,0,2714.39,585.84,316.73,12244.06,91.69,1029.65,3754.97,2.92,0.9,0.43,4.05,260.08,0.24,0.42,0.91,2.19,0.01,0.2,18.95,719.72,0.1,0.04,0.07,0.68,1.39,10.22,559.14,1260.89,136.7,0.38,105.91,14.31,121.99,25.27,106,23.79,66.43,8.09,56.46,7.9,3.63,0.45,57.84,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Scott; 
4/8/2013 11:00,FLUME_ULJ,JEMEZ_s1004,GRAB,Grab,Surface water,6.51,-9999,5.8,-9999,65.8,3.4,2.1,0.2,5,18.65430716,5,5,6.69,28.59,5,0.01,0,2865.64,500,18.51,10928.94,98.63,873.16,5032.79,0.06,0.43,0.21,0.4,14.45,0.23,0.07,0.08,0.87,0.09,0.26,22.47,88.9,0.04,0.01,0.05,0.57,1.25,6.05,47.92,105.44,14.44,12.08,17.13,4.26,16.43,9.39,12.87,3.96,10.89,2.48,6.32,1.68,2.96,0.23,12.87,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Scott; 
4/8/2013 10:30,VGJJ7,JEMEZ_s1005,GRAB,Grab,Surface water,6.79,-9999,5.6,-9999,56.8,10.9,4.6,0.2,36.40624028,44.14212997,5,5,5,16.35254274,5,0.02,4.97,10490.03,1414.84,11.12,19868.4,89.56,1649.19,7650.66,0.21,1.26,0.3,2.09,41.22,0.45,0.48,0.48,1.48,0.58,0.13,39.32,94.14,1.45,0.02,0.05,0.43,1.2,20.85,58.59,76.96,15.71,56.48,8.44,6.45,15.09,9.59,16.78,3.87,9.73,1.39,8.46,1.29,2.73,0.23,32.57,Sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; Sampled by Scott; 
3/25/2013 18:00,FLUME_LLJ,JEMEZ_s1006,GRAB_Auto,Grab,Surface water,-9999,7.14,-9999,-9999,-9999,4.5,2.2,0.5,5,387.6618773,5,5,18.58508116,26.83571805,5,0.11,0.99,3864.37,460.6,13.44,10558.7,75.48,963.21,4697.64,0.13,0.39,0.26,0.38,12.4,0.2,0.34,1.62,17.88,0.06,0.03,23.22,57.5,0.02,0.01,0.05,0.43,1.19,13.18,33.39,83.39,8.95,12.15,14.33,3.75,7.31,8.96,8.89,3.06,5.04,0.79,5.54,0.79,2.33,1.32,9.78,no sediment sample taken; 1-l glass; Sampled by Scott; 
3/28/2013 18:00,FLUME_LLJ,JEMEZ_s1007,GRAB_Auto,Grab,Surface water,-9999,7.01,-9999,-9999,-9999,4.2,6.4,0.4,5,23.84765426,5,5,4.046470917,24.11870453,5,0.02,0,3375.2,489.5,35.38,10658.52,81.54,1033.5,5107.88,0.27,0.45,0.41,0.86,24.76,1,1.06,4.32,63.42,0.2,0.13,25.47,99.3,0.02,0.01,0.11,0.46,1.18,24.68,65.7,149.15,18.78,0.38,15.16,4.86,19.92,8.99,15.06,4.16,10.21,2.38,8.74,0.89,2.14,34.88,11.69,no sediment sample taken; 1-l glass; Sampled by Scott; 
3/31/2013 18:00,FLUME_LLJ,JEMEZ_s1008,GRAB_Auto,Grab,Surface water,-9999,7.29,-9999,-9999,-9999,7.4,3,0.3,5,303.4782549,5,5,13.37171397,32.35499899,5,0.02,7.96,4630.88,598.24,26.87,10772.25,77.71,5869.88,6946.36,1.03,0.24,0.37,1,24.28,0.3,0.52,9.25,169.05,0.45,0,25.87,51.04,1.17,0.01,0.07,0.3,1.76,15.62,39.9,112.93,11.46,0.38,14.43,3.28,15.82,8.05,8.46,2.29,3.61,1.19,5.74,0.2,2.08,8.32,11.44,no sediment sample taken; 1-l glass; Sampled by Scott; 
4/3/2013 18:00,FLUME_LLJ,JEMEZ_s1009,GRAB_Auto,Grab,Surface water,-9999,7.16,-9999,-9999,-9999,3.9,2.5,0.3,5,23.79407774,5,5,5,40.73299084,5,0.06,1,3066.96,517.93,14.13,11394.47,79.76,1011.24,4876.34,0.25,0.48,0.31,0.24,13.2,0.22,0.96,0.5,3.22,0.29,0.06,23.75,70.64,0.02,0.01,0.06,0.26,1.17,7.73,40.88,107.72,12.1,0.38,4.81,3.01,10.62,8.34,9.42,3.21,8.02,1,7.92,0.7,1.92,0.51,9.92,no sediment sample taken; 1-l glass; Sampled by Scott; 
4/6/2013 18:00,FLUME_LLJ,JEMEZ_s1010,GRAB_Auto,Grab,Surface water,-9999,7.17,-9999,-9999,-9999,4,2.9,0.1,5,40.79384698,5,5,5,28.80645868,5,0.02,1.98,3637.27,511.62,14.87,10751.93,77.3,1021.11,5362.82,0.43,0.57,0.48,0.29,15.66,0.22,6.44,0.25,3.47,0.13,0.12,25.07,69.96,0.01,0.01,0.06,0.2,1.09,9.01,49.65,104.55,11.36,10.11,9.61,3.47,14.37,8.82,12.68,2.28,7.93,1.19,8.44,1.29,1.84,0.25,8.23,no sediment sample taken; 1-l glass; Sampled by Scott; 
3/27/2013 18:00,FLUME_UJ,JEMEZ_s1011,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,no sediment sample taken; 1-l glass; Sampled by Scott; 
3/30/2013 18:00,FLUME_UJ,JEMEZ_s1012,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,no sediment sample taken; 1-l glass; Sampled by Scott; 
4/2/2013 18:00,FLUME_UJ,JEMEZ_s1013,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,no sediment sample taken; 1-l glass; Sampled by Scott; 
4/5/2013 18:00,FLUME_UJ,JEMEZ_s1014,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,no sediment sample taken; 1-l glass; Sampled by Scott; 
4/14/2013 12:00,FLUME_UR,JEMEZ_s1015,GRAB,Grab,Surface water,-9999,6.6,-9999,-9999,-9999,4.83,6.53,0.53,5,72.34555783,5,5,5,160.6290888,5,0.09,19.34,5679,911,92.74,11539,115.54,2302,12705,1.2,0.05,0.27,1.67,2.43,0.02,0.47,0.41,2.02,0.13,0.13,66.07,187.52,0.07,0.02,0.05,0.07,0.99,15.82,156.26,275.37,43.37,54.87,33.59,7.94,36.95,12.62,26.57,7.53,19.34,2.55,18.02,2.55,1.8,0.25,25.35,sediment sample taken; Sampled by Mark; 
4/14/2013 12:30,FLUME_LR,JEMEZ_s1016,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.93,4.8,0.26,4.270574854,57.88988034,5,5,5,136.3641649,5,0.04,15.57,6155,848,60.13,11353,126.88,2107,9862,0.69,1.12,0.14,1.08,70.06,0.45,0.31,0.35,2.13,0.59,0.13,47.97,123.77,0.3,0.01,0.05,0.08,0.98,18.12,128.92,238.87,34.54,0.38,27.44,7.1,27.83,9.62,19.07,4.48,12.94,1.26,13.43,1.36,1.7,0.3,18.49,sediment sample taken; Sampled by Mark; 
4/14/2013 13:00,FLUME_RM,JEMEZ_s1017,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.22,3.79,0.21,10.17694785,18.35377316,5,5,5,29.07328794,6.49,0.02,10.26,6338,570,70.49,10378,421.58,1448,7562,1.28,1.63,0.25,0.84,68.73,0.33,0.19,0.22,1.64,2.57,0.22,31.19,153.08,1.5,0.01,0.06,0.1,1.05,6.65,144.15,348.33,33.76,0.38,28.11,4.41,33.65,11.59,25.55,4.92,14.06,1.85,14.16,2.15,1.74,0.27,20.11,sediment sample taken; Sampled by Mark; 
4/16/2013 10:30,FLUME_UJ,JEMEZ_s1018,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.11,6.41,0.5,5,20.65862701,5,5,5,41.78158651,5,0.02,2.03,3699,760,52.02,12325,79.15,1715,6514,0.69,0.8,0.17,1.72,82.77,0.31,0.3,0.45,2.5,0.3,0.19,27.43,355.8,0.18,0.01,0.06,0.08,0.97,13.1,189.48,271.78,54.36,209.19,48.67,10.57,60.45,15.14,54.25,12.19,42.16,4.67,31.8,5.28,1.69,0.27,50.9,sediment sample taken; Sampled by Scott; 
4/16/2013 11:30,FLUME_LJ,JEMEZ_s1019,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,7.53,0.65,0.44,15.89486949,39.6019039,5,5,21.14739744,25.19509082,5,0.2,8.12,7654,869,3.89,25979,75.31,4994,5449,0.15,0.83,0.35,0.14,5.47,0.21,0.12,0.03,1.27,0.47,0.48,20.1,60.19,0.55,0.01,0.05,0.04,0.98,6.13,11.52,9.64,4.78,58.97,4.87,0.81,6.8,7.38,6.8,2.03,4.47,1.12,6.02,0.61,1.71,0.18,38.57,sediment sample taken; Sampled by Scott; 
4/16/2013 11:00,CowboySp,JEMEZ_s1020,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,6.51,8.45,0.55,4.721328576,25.40964743,5,5,5,64.46084216,5,0.04,7.04,4707,1177,71.66,9947,103.21,3027,10759,0.86,1.6,0.2,15.48,145.47,0.5,0.62,0.88,1.38,0.47,0.19,54.07,273.56,0.33,0.01,0.06,0.04,0.99,33.97,245.72,426.62,63.82,35.38,52.66,13.87,62.71,15.58,42.01,10.25,31.16,4.02,32.36,4.92,1.66,0.35,58.49,no sediment sample taken; Sampled by Scott; 
4/16/2013 12:15,FLUME_HG,JEMEZ_s1021,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,2.08,4.84,0.23,5,27.75848557,5,5,5,42.36172368,5,0.14,2.75,2547,495,48.93,8502,67.38,1118,3989,0.47,0.44,0.22,1.19,55.28,0.18,0.2,0.42,2.18,0.15,0.22,16.89,381.15,0.02,0.01,0.05,0.05,0.88,8.3,231.8,316.25,57.38,175.25,53.24,9.09,68.85,16.25,52.23,12.67,42.14,4.5,28.73,4.68,1.49,0.37,24.88,sediment sample taken; Sampled by Scott; 
4/16/2013 12:45,FLUME_ULJ,JEMEZ_s1022,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.15,2.45,0.23,5,17.07060304,5,5,5,28.80682887,5,0.13,3.46,3157,509,32.89,9216,114.92,1369,6445,0.47,0.72,0.13,0.6,23.54,0.24,1.06,0.05,0.98,0.31,0.18,25.27,156.02,0.02,0.01,0.06,0.01,1.09,6.58,80.78,211.76,24.13,0.38,28.39,3.81,29.66,11.54,27.47,5.65,14.31,1.96,14.54,2.19,1.85,0.23,10.62,sediment sample taken; Sampled by Scott; 
4/16/2013 13:00,FLUME_LLJ,JEMEZ_s1023,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.46,2.64,0.17,5,17.15735229,5,5,5,29.88540747,5,0.08,2.78,2509,426,28.83,7214,85.1,913,4847,0.22,0.59,0.61,0.61,24.65,0.2,0.29,0.06,0.67,0.2,0.03,21.51,98.45,0.02,0.01,0.05,0.02,0.87,5.72,66.19,187.72,17.45,0.38,16.04,2.13,22.53,8.84,13.07,3.62,8.62,1.67,9.04,1.02,1.47,0.19,9.08,no sediment sample taken; Sampled by Scott; 
4/16/2013 13:30,VGJJ7,JEMEZ_s1024,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,10.19,5,0.4,41.47101881,88.69556344,5,5,5,24.91179078,4.609457627,0.13,6.68,13060,1694,77.58,19523,110.81,2062,10720,0.98,1.96,0.23,4.6,117.61,0.49,0.47,0.34,1.55,1.06,0.07,49.53,148.25,1.55,0.01,0.07,0.01,1.09,22.82,144.13,250.98,36.51,17.36,36.28,8.9,32.17,11.01,17.47,5.9,15.25,2.67,14.02,1.67,1.81,0.33,68.89,sediment sample taken; Sampled by Scott; 
4/8/2013 18:00,FLUME_LLJ,JEMEZ_s1025,GRAB_Auto,Grab,Surface water,-9999,8,-9999,-9999,-9999,4.06,2.71,0.31,5,41.71111759,5,5,3.417671964,30.15685853,5,0.06,2.04,3496,511,16.3,8172,96.28,1084,5724,0.02,0.56,0.14,0.23,13.86,0.25,0.38,0.37,7.44,0.08,0.15,25.58,72.65,0.02,0.01,0.06,0.01,1.06,10.67,41.88,102.41,12.18,13.65,16,2.14,16.51,8.6,9.07,3.06,7.34,0.61,4.94,0.71,1.64,0.25,7.34,no sediment sample taken; Sampled by Scott; 
4/11/2013 18:00,FLUME_LLJ,JEMEZ_s1026,GRAB_Auto,Grab,Surface water,-9999,8.21,-9999,-9999,-9999,3.58,17.67,0.61,5,38.81323827,5,5,5,29.88918257,5,0.09,5.09,3853,499,66.37,7252,66.07,1187,5804,0.83,0.67,0.18,1.77,49.07,0.34,0.56,0.99,10.89,0.19,0.08,25.96,276.08,0.02,0.01,0.08,0.11,1.03,9.56,180.7,349.68,44.79,0.38,35.63,7.02,44.79,12.73,39.5,9.26,20.46,3.36,16.39,3.46,1.61,0.72,15.17,no sediment sample taken; Sampled by Scott; 
4/14/2013 18:00,FLUME_LLJ,JEMEZ_s1027,GRAB_Auto,Grab,Surface water,-9999,7.38,-9999,-9999,-9999,3.85,3.28,0.66,5,46.1973218,5,5,5,30.33410692,5,0.06,2,3807,513,11.9,7633,99.45,1262,5664,0.36,0.68,0.1,0.34,12.61,0.23,1.98,0.31,5.76,0.26,0.14,26.1,91.2,0.02,0.01,0.08,0.01,0.97,14.27,51.8,127.5,15.57,12.8,14.1,2.7,13.7,8.84,12.3,3.3,6.7,1.5,9.43,1.2,1.6,0.19,8.9,no sediment sample taken; Sampled by Scott; 
4/8/2013 18:00,FLUME_UJ,JEMEZ_s1028,GRAB_Auto,Grab,Surface water,-9999,7.4,-9999,-9999,-9999,4.07,6.52,0.9,5,28.46563354,5,5,5,38.46890193,5,0.05,6.17,3766,778,71.82,11196,82.01,2012,6994,0.87,1.06,0.17,1.26,129.37,0.3,0.43,0.54,2.3,0.28,0.25,29.02,413.86,0.11,0.01,0.06,0.01,0.99,13.53,248.5,403.88,67.5,150.34,62.15,9.88,71.62,16.98,67.3,15.44,42.5,5.56,37.97,6.17,1.62,0.32,58.34,no sediment sample taken; Sampled by Scott; 
4/11/2013 18:00,FLUME_UJ,JEMEZ_s1029,GRAB_Auto,Grab,Surface water,-9999,7.43,-9999,-9999,-9999,3.66,7.15,0.5,5,29.06476039,5,5,4.513256437,41.59289617,5,0.03,6.04,3695,721,69.62,11287,73.04,1941,6490,1.37,0.98,0.17,1.3,132.54,0.28,0.55,0.69,1.51,0.19,0.11,27.26,464.97,0.11,0.01,0.06,0.01,0.97,13.3,263.07,410.95,74.34,245.36,81.08,13.98,73.54,21.33,75.05,16.5,51.1,6.64,49.39,7.44,1.57,0.26,56.03,no sediment sample taken; Sampled by Scott; 
4/14/2013 18:00,FLUME_UJ,JEMEZ_s1030,GRAB_Auto,Grab,Surface water,-9999,7.48,-9999,-9999,-9999,3.61,6.99,0.43,5,32.69917963,5,5,5,40.37657214,5,0.04,5.02,3572,716,63.65,10996,80.02,1814,6480,1.22,0.97,0.18,1.32,103,0.29,0.53,0.49,2.26,0.11,0.16,27.21,410.84,0.17,0.01,0.06,0.01,0.99,10.61,222.39,336.84,61.65,237.85,61.04,11.04,78.51,17.67,65.96,14.56,38.85,5.62,41.77,6.22,1.57,1.59,54.42,no sediment sample taken; Sampled by Scott; 
4/16/2013 10:30,FLUME_UJ,JEMEZ_s1031,GRAB_Auto,Grab,Surface water,-9999,6.69,-9999,-9999,-9999,0.27,0.34,0.16,5,4.441592918,5,5,5,5,5,0.02,9,363,21,2.77,630,58.6,157,678,0.02,0.01,0.08,0.05,2.29,0.03,0.01,0.01,0.71,0.01,0,0.06,1.4,0.02,0.01,0.05,0.08,0.96,0.2,1.4,0.17,0.7,32.4,0.8,0.1,0.45,6.34,0.32,0.9,0.2,0.17,0.31,0.08,1.52,0.18,0.27,in: 4/8/13 13:15 out: 4/16/13 10:30; Sampled by Scott; 
4/22/2013 16:00,FLUME_UR,JEMEZ_s1032,GRAB,Grab,Surface water,6.78,-9999,10.3,-9999,70.7,5.65,3.8,0.26,4.341488672,50.65751215,5,5,5,124.8327039,5,0.02,12.74,5635,841,44.18,11502,113.1,2201,12110,0.63,1.08,0.3,1.23,49.51,0.44,0.31,0.13,1.57,0.31,0.22,63.83,82.52,0.04,0.01,0.06,0.01,1,14.09,73.49,135.41,18.3,45.98,20.92,3.19,17.95,9.52,15.4,3.19,9.77,1.59,7.75,0.64,1.65,0.2,14.44,sediment sample taken; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
4/22/2013 16:40,FLUME_LR,JEMEZ_s1033,GRAB,Grab,Surface water,6.91,-9999,12.2,-9999,63.3,5.62,3.65,0.19,5,53.60111092,5,5,5,95.95128786,5,0.1,19.44,5922,753,24.79,10078,61.04,2050,9004,0.38,1.24,0.05,0.9,35.09,0.42,0.18,0.14,1.66,0.68,0.21,43.16,73.39,0.39,0.01,0.05,0.01,0.97,18.75,65.12,103.52,17.58,44.32,14.48,5.54,16.43,8.65,10.11,3.5,7.19,1.56,7.25,0.58,1.51,0.2,12.93,sediment sample taken; Amber bottle broke in transit. All splits from HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
4/22/2013 17:10,FLUME_RM,JEMEZ_s1034,GRAB,Grab,Surface water,6.45,-9999,11.5,-9999,57.2,6.64,3.1,0.19,9.97,18.39427647,5,5,5,26.94030889,8.1,0.02,13.97,6130,557,45.51,7967,433.03,1464,7781,1.05,1.57,0.24,0.96,45.2,0.28,0.19,0.24,6.81,2.63,0.11,32.83,110.98,1.59,0.01,0.06,0.01,0.99,5.9,119.26,269.96,26.45,0.38,16.07,2.5,22.85,9.46,19.16,4.49,9.28,1.8,6.98,2,1.55,0.25,16.87,sediment sample taken; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
4/23/2013 9:30,VGJJ7,JEMEZ_s1035,GRAB,Grab,Surface water,7.27,-9999,5.4,-9999,69.4,9.88,3.75,0.2,38.04583575,42.95543518,5,5,5,18.34416792,5,0.03,10.01,11813,1321,35.14,18926,92.61,1489,8500,0.5,1.59,0.17,3.06,66.05,0.36,0.32,0.21,0.85,0.59,0.11,36.94,92.19,1.66,0.01,0.06,0.01,0.98,18.16,81.58,148.65,23.42,15.42,20.92,4.7,18.32,8.79,16.32,3.2,10.51,1.8,9.41,0.8,1.55,0.23,30.23,sediment sample taken; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Scott/Betsy; 
